track_name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_s,class
Counting Stars,OneRepublic,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.115,0.477,122.017,257.84,1
Mirrors,Justin Timberlake,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,484.147,1
Pompeii,Bastille,0.679,0.715,9,-6.383,1,0.0407,0.0755,0,0.271,0.571,127.435,214.148,1
Waiting All Night,Rudimental,0.544,0.728,6,-5.358,0,0.05,0.00264,0.00959,0.427,0.281,174.983,292.587,1
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,258.343,1
Love Me Again,John Newman,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,239.894,1
Burn,Ellie Goulding,0.559,0.777,1,-5.031,1,0.0432,0.31,0,0.105,0.329,87.016,231.212,1
When I Was Your Man,Bruno Mars,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,213.827,1
I Knew You Were Trouble.,Taylor Swift,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25E-06,0.0398,0.679,77.019,217.973,1
Scream & Shout,will.i.am,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96E-05,0.131,0.501,130.033,283.4,1
I Love It (feat. Charli XCX),Icona Pop,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64E-05,0.153,0.824,125.916,157.153,1
Dear Darlin',Olly Murs,0.512,0.817,11,-4.735,0,0.0465,0.00604,6.3E-06,0.114,0.332,124.044,206.773,1
Ho Hey,The Lumineers,0.685,0.466,0,-9.074,1,0.0304,0.794,2.06E-06,0.0915,0.353,79.936,163.133,1
Stay,Rihanna,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12E-05,0.117,0.125,111.893,240.707,1
Summertime Sadness,Lana Del Rey,0.565,0.654,1,-6.826,0,0.0335,0.0542,1.8E-06,0.122,0.235,111.968,265.427,1
One Way or Another (Teenage Kicks),One Direction,0.489,0.867,4,-3.121,0,0.071,0.025,0,0.586,0.409,162.131,157.293,1
Talk Dirty (feat. 2 Chainz),Jason Derulo,0.76,0.652,6,-7.321,1,0.232,0.0348,0,0.307,0.759,100.315,177.685,1
The Monster,Eminem,0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049,250.189,1
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Avicii,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67E-05,0.316,0.638,127.946,208.32,1
We Can't Stop,Miley Cyrus,0.613,0.622,1,-5.794,0,0.0334,0.00882,0,0.37,0.484,80.003,231.24,1
White Noise,Disclosure,0.683,0.845,10,-6.17,0,0.051,0.0103,0.000108,0.345,0.874,119.966,277.52,1
Radioactive,Imagine Dragons,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186.813,1
"Hold On, We're Going Home",Drake,0.776,0.413,6,-7.438,0,0.0952,0.00415,2.68E-05,0.0724,0.287,100.003,227.88,1
I Need Your Love (feat. Ellie Goulding),Calvin Harris,0.695,0.869,8,-5.066,1,0.0483,0.41,0,0.237,0.58,124.989,234.507,1
Bang Bang,will.i.am,0.805,0.657,7,-7.643,1,0.108,0.0249,2.27E-05,0.0391,0.716,124.945,279.067,1
Somewhere Only We Know,Lily Allen,0.313,0.286,10,-10.593,1,0.0324,0.934,0.0451,0.0974,0.287,80.925,208.504,1
Need U (100%) (feat. A*M*E),Duke Dumont,0.621,0.84,5,-5.52,0,0.064,0.000607,0.00188,0.656,0.496,123.266,171.213,1
Play Hard (feat. Ne-Yo & Akon),David Guetta,0.691,0.921,8,-1.702,0,0.0533,0.173,0,0.331,0.8,130.072,201,1
What About Us,The Saturdays,0.704,0.68,7,-4.751,1,0.0581,0.0059,0,0.213,0.689,123.973,220.682,1
Wild - UK Version,Jessie J,0.798,0.778,11,-8.633,0,0.29,0.00684,1.79E-06,0.0883,0.403,129.028,234.293,1
The Other Side,Jason Derulo,0.561,0.836,9,-3.939,1,0.1,0.0525,0,0.136,0.517,127.923,226.987,1
Drinking from the Bottle (feat. Tinie Tempah),Calvin Harris,0.665,0.886,9,-4.175,0,0.0514,0.0469,6.24E-05,0.0525,0.53,128.062,240.347,1
Wrecking Ball,Miley Cyrus,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,221.36,1
Impossible,James Arthur,0.376,0.696,0,-4.785,0,0.0949,0.141,0,0.11,0.303,169.515,209.44,1
Hey Porsche,Nelly,0.729,0.793,9,-4.716,1,0.0293,0.151,0,0.651,0.945,115.988,209.147,1
Royals,Lorde,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,190.185,1
Clown,Emeli Sandé,0.459,0.255,7,-8.118,1,0.0383,0.916,0.000407,0.113,0.229,118.933,221.173,1
Story of My Life,One Direction,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,245.493,1
Locked out of Heaven,Bruno Mars,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,233.478,1
How Long Will I Love You - Bonus Track,Ellie Goulding,0.512,0.304,0,-9.19,1,0.0318,0.295,0.000622,0.118,0.172,126.078,154.435,1
Gangnam Style (강남스타일),PSY,0.727,0.937,11,-2.871,0,0.287,0.00417,0,0.091,0.749,132.067,219.493,1
Best Song Ever,One Direction,0.652,0.877,1,-2.986,1,0.0465,0.0227,0,0.0789,0.486,118.491,200.107,1
So Good to Me - Radio Edit,Chris Malinchak,0.72,0.469,11,-12.633,1,0.0394,0.148,0.0807,0.0765,0.369,121.028,226.12,1
Sonnentanz - Sun Don't Shine,Klangkarussell,0.59,0.543,5,-8.307,0,0.0931,0.109,0.0354,0.105,0.168,119.749,236.333,1
Suit & Tie (feat. Jay-Z),Justin Timberlake,0.795,0.596,11,-3.799,0,0.219,0.103,0,0.164,0.357,101.985,326.28,1
Diamonds,Rihanna,0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972,225.147,1
Do I Wanna Know?,Arctic Monkeys,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272.394,1
Treasure,Bruno Mars,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24E-05,0.324,0.937,116.017,178.56,1
A Thousand Years,Christina Perri,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,285.12,1
Don't You Worry Child - Radio Edit,Swedish House Mafia,0.612,0.84,11,-3.145,0,0.0509,0.112,0,0.116,0.438,129.042,212.862,1
This Is What It Feels Like,Armin van Buuren,0.552,0.831,8,-5.217,1,0.0298,0.0391,2.93E-06,0.0632,0.144,129.889,204.36,1
Holy Grail,JAY-Z,0.676,0.534,2,-6.901,0,0.0831,0.0594,8.59E-06,0.256,0.156,145.082,338.413,1
Everything Has Changed,Taylor Swift,0.624,0.458,6,-6.755,1,0.0287,0.36,3.89E-06,0.303,0.436,80.017,243.933,1
Look Right Through - MK Vocal Edit,Storm Queen,0.834,0.819,0,-7.989,0,0.0841,0.00212,0.00306,0.279,0.513,119.99,148.389,1
Feel This Moment (feat. Christina Aguilera),Pitbull,0.673,0.758,7,-3.632,1,0.158,0.039,0,0.341,0.542,135.956,229.507,1
Animals,Martin Garrix,0.675,0.868,1,-6.36,1,0.0392,0.00107,0.715,0.374,0.0376,128.007,304.229,1
#thatPOWER,will.i.am,0.797,0.608,6,-6.096,0,0.0584,0.00112,7.66E-05,0.0748,0.402,127.999,279.507,1
Antenna - UK Radio Edit,Fuse ODG,0.797,0.948,6,-1.069,1,0.0665,0.0631,8E-06,0.0378,0.858,127.993,184.689,1
Move,Little Mix,0.85,0.741,6,-4.57,0,0.0918,0.00436,3.33E-06,0.549,0.765,121.17,224.333,1
Ready or Not,Bridgit Mendler,0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84E-05,0.107,0.748,93.043,200.947,1
Get Up (Rattle),Bingo Players,0.802,0.981,7,-2.708,1,0.0658,0.0204,3.55E-06,0.256,0.804,127.974,166.76,1
Same Love - feat. Mary Lambert,Macklemore & Ryan Lewis,0.688,0.473,8,-9.059,1,0.167,0.716,4.46E-05,0.104,0.299,84.958,318.525,1
Troublemaker (feat. Flo Rida),Olly Murs,0.761,0.856,0,-3.65,0,0.0731,0.02,0,0.149,0.967,106.009,185.2,1
Harlem Shake,Baauer,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,196.664,1
Heart Attack,Demi Lovato,0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,210.84,1
Of The Night,Bastille,0.67,0.829,5,-7.2,0,0.0427,0.0192,0.000225,0.089,0.349,125.01,214.206,1
Applause,Lady Gaga,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63E-06,0.143,0.738,139.945,212.333,1
22,Taylor Swift,0.658,0.729,7,-6.561,1,0.0378,0.00215,0.0013,0.0752,0.668,104.007,230.133,1
Chocolate,The 1975,0.591,0.94,11,-4.341,1,0.0522,0.00391,0,0.383,0.676,100.043,224.64,1
Let Me Go,Gary Barlow,0.523,0.866,2,-4.617,1,0.0423,0.0121,0,0.0868,0.429,130.019,218.65,1
You Make Me,Avicii,0.586,0.727,6,-4.799,1,0.039,0.00247,0.0107,0.152,0.496,124.99,233.347,1
Bonfire Heart,James Blunt,0.575,0.821,0,-5.7,1,0.0527,0.181,0,0.124,0.449,118.021,238,1
Can We Dance,The Vamps,0.639,0.843,1,-4.734,0,0.0464,0.00226,0,0.227,0.546,130.135,193.213,1
Hey Brother,Avicii,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64E-05,0.0828,0.458,125.014,255.093,1
What I Might Do,Ben Pearce,0.835,0.542,8,-11.674,1,0.1,0.0521,0.859,0.105,0.372,121.988,194.84,1
Skyscraper,Sam Bailey,0.592,0.529,7,-5.796,1,0.0294,0.0802,0,0.123,0.132,104.969,223.613,1
"Happy - From ""Despicable Me 2""",Pharrell Williams,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,232.72,1
Another Love,Tom Odell,0.445,0.537,4,-8.532,0,0.04,0.695,1.6E-05,0.0941,0.131,122.764,244.36,1
Don't Stop the Party (feat. TJR),Pitbull,0.714,0.952,4,-3.622,1,0.0894,0.0073,0,0.387,0.959,127.008,206.12,1
Skyfall,Adele,0.346,0.552,0,-6.864,0,0.0282,0.417,0,0.114,0.0789,75.881,286.48,1
I Will Wait,Mumford & Sons,0.48,0.756,1,-5.399,1,0.0333,0.00993,0.00704,0.312,0.447,131.127,276.72,1
Kiss You,One Direction,0.63,0.934,4,-2.559,1,0.0589,0.0186,0,0.324,0.905,89.992,182.96,1
Beneath Your Beautiful,Labrinth,0.558,0.522,2,-5.857,1,0.036,0.228,0,0.104,0.228,83.977,271.813,1
Thinking About You (feat. Ayah Marar),Calvin Harris,0.725,0.874,0,-3.715,0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,247.933,1
Explosions,Ellie Goulding,0.378,0.53,5,-6.676,1,0.0304,0.721,0,0.328,0.146,95.977,243.886,1
Bassline Junkie,Dizzee Rascal,0.919,0.543,8,-2.609,1,0.348,0.00875,0,0.104,0.856,138.889,204.68,1
Latch,Disclosure,0.729,0.735,1,-5.455,1,0.0919,0.0178,0.000193,0.089,0.544,121.986,255.867,1
Walks Like Rihanna,The Wanted,0.558,0.826,5,-3.376,1,0.0574,0.00767,0,0.0858,0.406,126.086,201.893,1
We Own It (Fast & Furious),2 Chainz,0.554,0.899,8,-4.573,1,0.408,0.0521,0,0.0568,0.552,171.966,227.893,1
Feel the Love,Rudimental,0.389,0.706,1,-6.849,1,0.0593,0.0026,0.000182,0.686,0.238,179.911,245.187,1
Reload - Radio Edit,Sebastian Ingrosso,0.485,0.724,9,-4.633,0,0.0521,0.0736,0,0.0631,0.433,128.045,221.273,1
You & Me,Disclosure,0.743,0.879,10,-4.057,0,0.135,0.0101,0.125,0.289,0.667,129.99,266.973,1
Rather Be (feat. Jess Glynne),Clean Bandit,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03E-06,0.193,0.549,120.97,227.833,1
"Happy - From ""Despicable Me 2""",Pharrell Williams,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,232.72,1
Waves - Robin Schulz Radio Edit,Mr. Probz,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.0014,0.0829,0.45,119.993,208.133,1
All of Me,John Legend,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,269.56,1
Stay With Me,Sam Smith,0.5,0.418,0,-6.535,1,0.0377,0.566,0.000193,0.11,0.176,84.899,172.724,1
Timber (feat. Ke$ha),Pitbull,0.581,0.963,11,-4.087,1,0.0981,0.0295,0,0.139,0.788,129.992,204.16,1
Budapest,George Ezra,0.714,0.451,5,-8.268,1,0.0276,0.0883,0,0.108,0.406,127.787,200.72,1
Sing,Ed Sheeran,0.818,0.67,8,-4.451,0,0.0472,0.304,1.22E-06,0.0601,0.939,119.988,235.382,1
Dark Horse,Katy Perry,0.645,0.589,6,-6.131,1,0.0523,0.00396,0,0.145,0.35,131.899,215.672,1
Fancy,Iggy Azalea,0.912,0.716,10,-4.141,0,0.0697,0.0904,0,0.0491,0.377,94.981,199.938,1
Summer,Calvin Harris,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222.533,1
Riptide,Vance Joy,0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,204.28,1
Rude,MAGIC!,0.774,0.756,1,-4.995,1,0.0389,0.0423,0,0.305,0.931,144.032,224.84,1
Money On My Mind,Sam Smith,0.65,0.845,2,-5.23,1,0.175,0.192,0.0004,0.231,0.734,133.664,192.67,1
Hideaway,Kiesza,0.839,0.72,7,-4.135,0,0.0483,0.0862,0.00697,0.0772,0.203,122.993,251.987,1
Ghost,Ella Henderson,0.68,0.84,9,-3.823,1,0.0415,0.0457,8.38E-06,0.143,0.468,104.985,213.213,1
Pompeii,Bastille,0.679,0.715,9,-6.383,1,0.0407,0.0755,0,0.271,0.571,127.435,214.148,1
Am I Wrong,Nico & Vinz,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58E-06,0.55,0.779,119.968,245.867,1
Counting Stars,OneRepublic,0.665,0.7,1,-4.946,0,0.042,0.066,0,0.119,0.473,121.961,257.267,1
Don't,Ed Sheeran,0.806,0.608,1,-7.008,1,0.0659,0.0113,0,0.635,0.849,95.049,219.84,1
Thinking out Loud,Ed Sheeran,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281.56,1
Do I Wanna Know?,Arctic Monkeys,0.55,0.532,5,-7.591,1,0.032,0.174,0.000347,0.218,0.41,85.032,272.387,1
My Love,Route 94,0.818,0.595,8,-7.644,1,0.0515,0.00014,0.575,0.0612,0.729,119.99,262,1
Magic,Coldplay,0.738,0.483,6,-8.915,0,0.0403,0.0262,0.616,0.106,0.355,93.458,285.014,1
Problem,Ariana Grande,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83E-06,0.159,0.625,103.009,193.92,1
I See Fire,Ed Sheeran,0.641,0.176,6,-11.692,1,0.0349,0.638,5.14E-06,0.252,0.297,76.031,299.147,1
A Sky Full of Stars,Coldplay,0.551,0.636,6,-7.125,1,0.0281,0.00713,0.00203,0.217,0.153,124.996,268.467,1
Drunk in Love (feat. Jay-Z),Beyoncé,0.589,0.621,5,-6.902,0,0.0468,0.00969,0.00104,0.181,0.401,140.03,323.48,1
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,0.763,0.875,9,-5.797,0,0.0262,0.024,5.41E-06,0.599,0.8,123.013,189.413,1
Hey Brother,Avicii,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64E-05,0.0828,0.458,125.014,255.093,1
Demons,Imagine Dragons,0.327,0.71,3,-2.928,1,0.0547,0.202,9E-05,0.28,0.416,179.561,175.2,1
I Got U,Duke Dumont,0.653,0.756,0,-7.794,1,0.0366,0.00364,0.00651,0.089,0.42,120.82,285.596,1
Chandelier,Sia,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089,216.12,1
Royals,Lorde,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,190.185,1
All About That Bass,Meghan Trainor,0.811,0.879,9,-3.724,1,0.0514,0.0476,1.91E-06,0.109,0.962,134.064,188.754,1
Wake Me Up - Radio Edit,Avicii,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247.427,1
"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,0.543,0.485,8,-6.85,1,0.0305,0.558,0,0.12,0.371,136.961,223.84,1
Stay High - Habits Remix,Tove Lo,0.736,0.677,4,-7.036,0,0.0352,0.00114,0.844,0.0949,0.0747,121.01,258.387,1
The Man,Aloe Blacc,0.531,0.77,11,-7.205,0,0.0434,0.0332,0,0.235,0.504,85.996,255.907,1
Let Her Go,Passenger,0.509,0.538,7,-7.335,1,0.0572,0.385,0,0.104,0.244,75.089,252.867,1
Blame,Calvin Harris,0.413,0.856,0,-4.078,0,0.0808,0.0289,0.00571,0.343,0.35,128.017,212.96,1
Wiggle (feat. Snoop Dogg),Jason Derulo,0.697,0.621,9,-6.886,0,0.25,0.0802,0,0.162,0.721,81.946,193.296,1
Radioactive,Imagine Dragons,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186.813,1
Classic,MKTO,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,175.427,1
The Monster,Eminem,0.784,0.85,9,-3.679,1,0.0691,0.0492,0,0.112,0.567,110.004,250.189,1
She Looks So Perfect,5 Seconds of Summer,0.494,0.951,9,-4.237,1,0.132,0.000569,0,0.327,0.441,160.025,202.496,1
Trumpets,Jason Derulo,0.627,0.703,0,-4.884,1,0.236,0.563,0,0.0962,0.64,81.897,217.307,1
Gecko (Overdrive) - Radio Edit,Oliver Heldens,0.609,0.885,0,-5.469,1,0.0642,0.00521,1.15E-05,0.336,0.76,124.959,165.441,1
Feelin' Myself,will.i.am,0.86,0.535,6,-8.561,0,0.148,0.0271,0,0.133,0.503,96.487,253.547,1
"Hold On, We're Going Home",Drake,0.773,0.414,6,-7.436,0,0.0961,0.00411,3.4E-05,0.0733,0.289,99.993,227.88,1
Black Widow,Iggy Azalea,0.743,0.72,11,-3.753,1,0.124,0.192,0.000386,0.109,0.519,163.99,209.423,1
Nobody To Love - Extended Mix,Sigma,0.441,0.954,8,-3.702,1,0.059,0.000464,0.000332,0.0529,0.146,175.027,252.343,1
Wasted,Tiësto,0.638,0.816,2,-5.503,1,0.0308,0.00149,0.00115,0.195,0.386,112.014,190.014,1
Burn,Ellie Goulding,0.559,0.777,1,-5.031,1,0.0432,0.31,0,0.105,0.329,87.016,231.212,1
I Will Never Let You Down,Rita Ora,0.753,0.801,4,-3.215,1,0.0296,0.403,0,0.128,0.794,128.011,203.467,1
I'm Not The Only One,Sam Smith,0.678,0.491,5,-5.815,1,0.0358,0.565,2.78E-05,0.0772,0.519,81.997,239.317,1
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,258.343,1
Roar,Katy Perry,0.56,0.756,7,-4.817,0,0.0415,0.00635,1.29E-05,0.55,0.404,179.771,223.546,1
Break Free,Ariana Grande,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35E-05,0.204,0.284,129.956,214.84,1
Bad (feat. Vassy) - Radio Edit,David Guetta,0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,170.625,1
Latch,Disclosure,0.503,0.727,1,-5.456,1,0.167,0.0159,9.45E-05,0.0895,0.521,121.985,255.632,1
Say Something,A Great Big World,0.331,0.145,2,-8.956,1,0.0379,0.842,2.17E-06,0.108,0.0754,33.259,227.173,1
Ready For Your Love,Gorgon City,0.677,0.753,5,-7.038,1,0.154,0.0531,0.0128,0.333,0.471,121.939,198.881,1
Turn Down for What,DJ Snake,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,213.733,1
Blurred Lines,Robin Thicke,0.866,0.606,7,-4.762,1,0.04,0.00381,6.5E-06,0.0861,0.838,119.991,263.827,1
Sail,AWOLNATION,0.825,0.435,1,-9.582,1,0.0568,0.452,0.609,0.0953,0.243,119.038,259.102,1
Team,Lorde,0.69,0.578,6,-7.436,1,0.0929,0.167,0,0.305,0.416,99.961,193.059,1
Best Day Of My Life,American Authors,0.67,0.905,2,-2.385,1,0.0339,0.0625,0.000151,0.0577,0.516,100.021,194.24,1
Boom Clap,Charli XCX,0.675,0.812,4,-4.309,1,0.0566,0.0688,0.00062,0.336,0.64,92.013,169.293,1
It’s My Birthday,will.i.am,0.76,0.718,5,-4.443,0,0.0476,0.0817,0,0.0903,0.419,100.01,252.613,1
Bang Bang,Jessie J,0.711,0.774,0,-3.391,0,0.0922,0.259,0,0.371,0.715,150.032,199.387,1
Maps,Maroon 5,0.741,0.715,1,-5.497,0,0.0293,0.0141,0,0.0576,0.847,120.032,189.973,1
Stolen Dance,Milky Chance,0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,313.684,1
Addicted To You,Avicii,0.569,0.785,1,-4.057,0,0.0457,0.0505,1.12E-06,0.086,0.303,128.031,148.387,1
Chocolate,The 1975,0.614,0.938,11,-4.461,1,0.0611,0.000532,0,0.368,0.607,100.058,224.674,1
Loyal,Chris Brown,0.845,0.506,1,-5.971,1,0.0409,0.0228,1.03E-06,0.0879,0.647,99.051,264.947,1
Take Me To Church,Hozier,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,241.688,1
Lovers on the Sun (feat. Sam Martin),David Guetta,0.645,0.891,6,-2.505,0,0.0387,0.0932,3.88E-06,0.379,0.568,124.915,203.52,1
Can't Remember to Forget You,Shakira,0.694,0.81,11,-3.556,0,0.0661,0.122,0,0.141,0.824,137.968,206.867,1
Under Control,Calvin Harris,0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094,184.28,1
Superheroes,The Script,0.491,0.885,3,-4.121,1,0.0395,0.00219,0,0.0741,0.641,166.992,245.467,1
#SELFIE,The Chainsmokers,0.808,0.915,0,-3.277,1,0.233,0.0136,9.03E-06,0.0788,0.647,127.984,183.75,1
My Head Is a Jungle - (Radio Edit) [Live],Wankelmut,0.729,0.72,7,-5.2,0,0.0484,0.391,0.000197,0.116,0.736,123.992,213.84,1
Mr. Brightside,The Killers,0.351,0.928,1,-3.71,1,0.0759,0.00113,0,0.0988,0.239,148.03,222.076,1
Ugly Heart,G.R.L.,0.65,0.786,9,-5.488,1,0.0463,0.019,0,0.323,0.446,124.96,198.307,1
Talk Dirty (feat. 2 Chainz),Jason Derulo,0.76,0.652,6,-7.321,1,0.232,0.0348,0,0.307,0.759,100.315,177.685,1
R U Mine?,Arctic Monkeys,0.509,0.763,11,-5.724,0,0.0302,0.00708,0,0.224,0.635,97.076,201.733,1
Show Me,Kid Ink,0.711,0.508,7,-7.299,1,0.0494,0.0354,0,0.141,0.665,98.098,217.8,1
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,0.595,0.736,8,-3.115,1,0.0406,0.116,0,0.0931,0.506,127.956,217.347,1
Love Me Again,John Newman,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,239.894,1
Blame It on Me,George Ezra,0.544,0.745,3,-3.401,1,0.0276,0.439,0,0.348,0.455,103.971,195.547,1
Photograph,Ed Sheeran,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258.987,1
Me And My Broken Heart,Rixton,0.545,0.775,5,-4.325,0,0.0349,0.00636,0,0.192,0.516,174.086,193.827,1
La La La,Naughty Boy,0.772,0.65,6,-5.202,0,0.0306,0.107,1.13E-06,0.0905,0.262,125.082,222.2,1
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07E-06,0.101,0.862,116.047,248.413,1
One,Ed Sheeran,0.464,0.321,2,-11.12,1,0.0418,0.877,0,0.0789,0.306,93.528,252.76,1
On Top Of The World,Imagine Dragons,0.507,0.923,0,-5.581,1,0.173,0.0818,4.63E-06,0.0951,0.768,99.252,189.84,1
Changing - Radio Edit,Sigma,0.485,0.864,2,-2.294,1,0.0431,0.0336,0,0.671,0.396,171.109,191.048,1
Story of My Life,One Direction,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,245.493,1
All of Me (Tiësto's Birthday Treatment Remix) - Radio Edit,John Legend,0.606,0.72,5,-6.253,0,0.0283,0.000151,0.00165,0.0743,0.179,127.986,251.613,1
Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,0.827,0.547,4,-8.905,1,0.0378,0.19,0.0371,0.0719,0.359,118.016,180.48,1
Uptown Funk,Mark Ronson,0.855,0.658,0,-5.767,1,0.0978,0.0106,0.0001,0.0305,0.944,114.994,268.8,1
Lean On (feat. MØ),Major Lazer,0.737,0.744,5,-5.589,0,0.076,0.00238,0.000177,0.456,0.266,98.001,176.125,1
Take Me To Church,Hozier,0.503,0.598,4,-5.73,0,0.0526,0.22,0,0.174,0.218,128.886,241.64,1
See You Again (feat. Charlie Puth),Wiz Khalifa,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03E-06,0.0649,0.283,80.025,229.526,1
Thinking out Loud,Ed Sheeran,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281.56,1
Where Are Ü Now (with Justin Bieber),Skrillex,0.476,0.742,7,-5.106,1,0.0587,0.045,2.85E-06,0.066,0.193,139.808,251.293,1
Hold Back The River,James Bay,0.715,0.715,5,-7.364,1,0.0904,0.0526,0,0.0936,0.506,134.923,238.747,1
Sugar,Maroon 5,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,235.493,1
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,0.258,0.631,5,-6.617,0,0.0541,0.281,0,0.127,0.266,189.583,252.539,1
Firestone (feat. Conrad Sewell),Kygo,0.704,0.612,11,-7.793,0,0.046,0.397,5.3E-05,0.115,0.411,113.95,271.893,1
King,Years & Years,0.563,0.864,4,-4.066,0,0.0386,0.0585,0,0.419,0.439,119.964,213.424,1
Can't Feel My Face,The Weeknd,0.705,0.769,9,-5.526,0,0.0426,0.112,0,0.105,0.59,107.939,213.52,1
Are You With Me,Lost Frequencies,0.763,0.608,5,-8.1,0,0.035,0.262,2.5E-05,0.12,0.393,121.02,138.013,1
Want to Want Me,Jason Derulo,0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,207.719,1
Hold My Hand,Jess Glynne,0.649,0.814,0,-5.688,1,0.0295,0.00219,0,0.0885,0.435,123.015,227.493,1
Shut Up and Dance,WALK THE MOON,0.573,0.819,1,-6.626,1,0.0608,0.00747,0,0.257,0.588,127.989,198.813,1
Earned It (Fifty Shades Of Grey),The Weeknd,0.647,0.291,2,-8.275,0,0.0363,0.408,0,0.0771,0.4,119.839,277.68,1
FourFiveSeconds,Rihanna,0.582,0.272,2,-5.662,1,0.0501,0.875,0,0.13,0.354,205.846,188.238,1
Ayo,Chris Brown,0.825,0.582,6,-5.212,1,0.0451,0.0436,0,0.086,0.655,97.978,225.227,1
