track_name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_s
Everyday、カチューシャ,AKB48,0.324,0.951,3,-4.531000000000001,1,0.11599999999999999,0.0178,0.0,0.212,0.23,172.455,312.307
フライングゲット,AKB48,0.515,0.948,0,-5.821000000000001,0,0.121,0.0565,3.4e-06,0.37,0.62,131.055,253.28
Born This Way,Lady Gaga,0.586,0.835,11,-5.117,1,0.146,0.0038200000000000005,0.0,0.303,0.493,123.935,260.413
桜の木になろう,AKB48,0.5379999999999999,0.42,7,-9.546,1,0.0236,0.36200000000000004,3.46e-06,0.26,0.358,79.976,329.893
マル・マル・モリ・モリ! (薫と友樹、たまにムック。) - インストロメンタル,スーパー☆キラキラ,0.595,0.395,4,-8.783999999999999,1,0.0327,0.386,0.835,0.11800000000000001,0.628,103.98899999999999,246.997
風は吹いている,AKB48,0.5820000000000001,0.9079999999999999,7,-5.902,1,0.0329,0.0404,3.35e-06,0.46299999999999997,0.539,109.985,219.76
迷宮ラブソング,ARASHI,0.56,0.875,11,-3.4339999999999997,1,0.0378,0.209,0.0,0.0827,0.593,130.966,276.408
GO GO サマー!,KARA,0.5429999999999999,0.9329999999999999,11,-2.78,0,0.0553,0.00044800000000000005,0.0332,0.261,0.433,145.05100000000002,200.627
Lotus,ARASHI,0.49200000000000005,0.855,11,-4.1739999999999995,0,0.0456,0.172,0.0,0.14800000000000002,0.541,144.95600000000002,262.751
What the Hell,Avril Lavigne,0.5760000000000001,0.9329999999999999,6,-3.696,0,0.0584,0.00445,0.00403,0.147,0.852,150.002,218.587
MR. TAXI (Original Title : Mr. Taxi),Girls' Generation,0.858,0.9279999999999999,10,-2.622,0,0.0933,0.0286,0.0,0.0714,0.889,122.008,212.733
ジェットコースターラブ,KARA,0.73,0.887,0,-3.031,1,0.0617,0.0553,2.78e-05,0.0717,0.65,127.006,220.6
家族になろうよ,Masaharu Fukuyama,0.495,0.42200000000000004,8,-6.757000000000001,1,0.0314,0.539,5.46e-06,0.111,0.21899999999999997,147.556,307.813
Judas,Lady Gaga,0.6609999999999999,0.937,10,-3.83,0,0.0744,0.000967,1.59e-05,0.355,0.535,131.001,249.067
明日へのマーチ,Keisuke Kuwata,0.531,0.56,5,-7.944,1,0.0304,0.597,1.15e-05,0.0911,0.778,94.962,210.253
Rising Sun,EXILE,0.5720000000000001,0.91,0,-5.292999999999999,1,0.0498,0.000638,0.0,0.251,0.7170000000000001,126.971,293.8
福笑い - remaster,Yu Takahashi,0.461,0.738,11,-4.435,1,0.0298,0.245,0.0,0.10800000000000001,0.498,182.024,327.467
Let's try again ~kuwata keisuke ver.~,Keisuke Kuwata,0.527,0.935,7,-3.386,1,0.0489,0.0423,0.0,0.327,0.5720000000000001,138.043,288.4
流星,KOBUKURO,0.376,0.551,11,-5.037,1,0.0292,0.698,1.01e-06,0.324,0.256,153.855,307.66
花束,back number,0.573,0.6859999999999999,2,-3.801,1,0.0289,0.0185,0.0,0.18100000000000002,0.529,79.977,285.813
Don't Wanna Lie,Orgel Sound J-pop,0.584,0.486,3,-10.855,1,0.0444,0.655,0.885,0.10800000000000001,0.344,102.934,207.84
Every Teardrop Is a Waterfall,Coldplay,0.425,0.733,9,-6.882999999999999,1,0.0396,0.00193,0.00922,0.171,0.313,117.985,240.796
Gee,Girls' Generation,0.746,0.927,1,-1.082,0,0.0275,0.289,0.0,0.0893,0.764,99.98,202.2
レーザービーム - Album-mix,Perfume,0.594,0.948,0,-0.89,0,0.0357,0.00366,0.0286,0.16399999999999998,0.972,134.993,190.4
かぞえうた,Mr.Children,0.33,0.563,10,-7.37,1,0.031,0.152,9.26e-06,0.122,0.434,136.537,282.08
Blue Bird,KOBUKURO,0.589,0.7340000000000001,10,-4.027,1,0.0295,0.5670000000000001,0.0,0.23800000000000002,0.5579999999999999,113.20299999999999,269.48
Boom,Maia Hirasawa,0.5429999999999999,0.7929999999999999,10,-7.712999999999999,1,0.0394,0.0215,0.00141,0.132,0.595,95.97200000000001,205.453
Price Tag,Jessie J,0.638,0.831,5,-3.944,1,0.182,0.0281,3.06e-06,0.27699999999999997,0.685,175.03799999999998,223.053
Everybody Go,Orgel Sound J-pop,0.575,0.452,5,-10.53,0,0.0481,0.629,0.8590000000000001,0.10300000000000001,0.276,125.098,232.573
Why? (Keep Your Head Down),TVXQ!,0.65,0.976,8,-1.702,1,0.228,0.10300000000000001,0.00251,0.10400000000000001,0.488,154.054,240.04
T W L,Orgel Sound J-pop,0.564,0.536,7,-10.207,1,0.0501,0.41,0.9570000000000001,0.10300000000000001,0.0563,162.93,212.013
A winter fairy is melting a snowman(Live),Kaela Kimura,0.42700000000000005,0.924,11,-5.945,1,0.12,0.011000000000000001,0.00716,0.985,0.375,162.862,445.123
My Home,Orgel Sound J-pop,0.478,0.43799999999999994,6,-10.982000000000001,0,0.0442,0.613,0.907,0.1,0.145,170.02200000000002,174.6
トイレの神様 - Originally Performed by 植村花菜,Soyoka Hayashi,0.475,0.121,9,-17.340999999999998,1,0.052000000000000005,0.985,0.899,0.0952,0.115,105.18700000000001,305.64
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,0.6709999999999999,0.9390000000000001,8,-3.2060000000000004,1,0.161,0.192,0.0,0.298,0.529,129.023,252.307
The Edge Of Glory,Lady Gaga,0.581,0.772,9,-6.544,1,0.0401,0.000343,0.0191,0.11,0.361,127.95200000000001,320.587
ゼロ,BUMP OF CHICKEN,0.58,0.598,8,-5.242999999999999,0,0.0278,0.065,0.0,0.0921,0.262,91.947,415.36
Rollin' Days Originally Performed By Superfly,Orgel Sound J-pop,0.57,0.5920000000000001,3,-9.324,1,0.0513,0.457,0.919,0.0944,0.102,129.964,182.48
友達の唄,BUMP OF CHICKEN,0.5589999999999999,0.491,6,-6.982,1,0.0249,0.00495,0.000593,0.098,0.214,88.146,375.787
あの太陽が、この世界を照らし続けるように。,KOBUKURO,0.336,0.802,0,-3.971,1,0.0357,0.425,0.0,0.272,0.41100000000000003,162.187,357.72
Run the World (Girls),Beyoncé,0.733,0.899,0,-4.237,1,0.14300000000000002,0.00496,4.72e-05,0.37200000000000005,0.76,127.086,236.093
Have a Good Day !,Noanowa,0.691,0.9390000000000001,5,-2.4530000000000003,1,0.0333,0.0369,9.65e-06,0.132,0.857,100.02600000000001,159.983
さよなら傷だらけの日々よ Originally Performed By B'z (オルゴール),Orgel Sound J-pop,0.522,0.5539999999999999,5,-9.837,0,0.0448,0.38,0.898,0.102,0.113,144.814,214.013
Tsubusanikoi,Orgel Sound J-pop,0.599,0.593,3,-9.247,1,0.0717,0.0845,0.8,0.10099999999999999,0.0654,188.013,97.573
On The Floor,Jennifer Lopez,0.73,0.777,3,-5.199,0,0.0479,0.10800000000000001,0.00046699999999999997,0.069,0.591,130.0,284.867
Hey和,Yuzu,0.532,0.591,9,-6.473,1,0.0268,0.912,0.000405,0.107,0.235,80.006,325.067
銀河の星屑,Keisuke Kuwata,0.442,0.8340000000000001,6,-4.979,0,0.0607,0.0231,0.0,0.156,0.64,146.83700000000002,261.25
Over - Hey Say JUMP,J-Pop Best Art,0.752,0.77,9,-4.982,0,0.08,0.521,0.0,0.084,0.745,119.99799999999999,277.629
Baby I Love U,TEE,0.664,0.677,1,-5.271,1,0.033,0.401,0.0,0.0716,0.27699999999999997,93.008,313.907
365nichi Kazoku,Orgel Sound J-pop,0.5920000000000001,0.484,7,-10.512,1,0.0497,0.557,0.8809999999999999,0.109,0.316,142.011,221.587
パレオはエメラルド,SKE48,0.397,0.985,6,-1.91,0,0.0899,0.0162,0.000129,0.10800000000000001,0.363,164.02700000000002,285.893
今のキミを忘れない,Naoto,0.6,0.841,6,-4.374,0,0.0267,4.11e-05,0.607,0.158,0.706,113.009,243.347
ウィンターマジック - (X’mas Ver.),KARA,0.684,0.922,4,-2.925,0,0.033,0.584,3.73e-06,0.312,0.532,110.991,307.187
イット・ダズント・ストップ - アコースティック・ヴァージョン,Maia Hirasawa,0.494,0.239,8,-8.767000000000001,1,0.0493,0.525,3.39e-06,0.0813,0.5539999999999999,119.54700000000001,176.749
Party Rock Anthem,LMFAO,0.75,0.727,5,-4.21,0,0.142,0.0189,0.0,0.266,0.359,129.993,262.173
Moves Like Jagger - Radio Edit,Maroon 5,0.72,0.731,11,-5.53,0,0.0504,0.00962,0.0,0.29100000000000004,0.624,128.014,200.627
Each Other's Way 〜旅の途中〜,EXILE,0.555,0.7290000000000001,8,-5.3389999999999995,1,0.0348,0.0466,0.0,0.081,0.632,109.05,230.173
笑ってたいんだ,Ikimonogakari,0.55,0.8859999999999999,5,-2.6630000000000003,1,0.0409,0.0251,0.0,0.153,0.547,157.126,370.04
Dear J,Tomomi Itano,0.561,0.961,0,-2.588,1,0.154,0.0419,0.0,0.24100000000000002,0.6990000000000001,127.96600000000001,220.813
Magic Power (Originally Performed by Hey!Say!JUMP),オルゴール ミドリ,0.537,0.293,5,-13.841,1,0.0503,0.9570000000000001,0.8059999999999999,0.114,0.94,169.93599999999998,200.667
Brave,Naoto,0.551,0.7929999999999999,7,-5.024,1,0.0252,0.000178,0.84,0.258,0.708,113.01700000000001,258.653
