track_name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_s
Shape of You,Ed Sheeran,0.825,0.652,1,-3.1830000000000003,0,0.0802,0.581,0.0,0.0931,0.9309999999999999,95.977,233.713
Despacito - Remix,Luis Fonsi,0.6940000000000001,0.815,2,-4.328,1,0.12,0.22899999999999998,0.0,0.0924,0.813,88.931,228.827
Castle on the Hill,Ed Sheeran,0.461,0.8340000000000001,2,-4.868,1,0.0989,0.0232,1.1400000000000001e-05,0.14,0.47100000000000003,135.007,261.154
Perfect,Ed Sheeran,0.599,0.44799999999999995,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263.4
Something Just Like This,The Chainsmokers,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46e-05,0.174,0.505,102.99600000000001,247.627
Thunder,Imagine Dragons,0.601,0.8340000000000001,0,-3.78,1,0.0455,0.00502,0.15,0.121,0.249,167.87900000000002,187.761
Galway Girl,Ed Sheeran,0.624,0.8759999999999999,9,-3.3739999999999997,1,0.1,0.0735,0.0,0.327,0.7809999999999999,99.943,170.827
HUMBLE.,Kendrick Lamar,0.905,0.596,1,-7.496,0,0.11800000000000001,0.000339,2.05e-05,0.0897,0.42200000000000004,149.996,177.604
Glorious (feat. Skylar Grey),Macklemore,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.11199999999999999,0.35600000000000004,139.994,220.454
There's Nothing Holdin' Me Back,Shawn Mendes,0.857,0.804,2,-4.005,1,0.0623,0.32899999999999996,0.0,0.08800000000000001,0.9670000000000001,121.97200000000001,199.44
Strip That Down,Liam Payne,0.8690000000000001,0.485,6,-5.595,1,0.0545,0.24600000000000002,0.0,0.0765,0.527,106.02799999999999,204.502
Slow Hands,Niall Horan,0.728,0.426,0,-6.69,1,0.0509,0.0142,0.0,0.0546,0.8440000000000001,85.90799999999999,188.174
I'm the One,DJ Khaled,0.599,0.667,7,-4.2669999999999995,1,0.0367,0.0533,0.0,0.134,0.8170000000000001,80.984,288.877
Stay (with Alessia Cara),Zedd,0.679,0.634,5,-5.024,0,0.0654,0.23199999999999998,0.0,0.115,0.498,102.01299999999999,210.091
Issues,Julia Michaels,0.6829999999999999,0.42700000000000005,8,-6.827000000000001,1,0.0777,0.368,0.0,0.0604,0.426,113.634,176.347
rockstar,Post Malone,0.5770000000000001,0.522,5,-6.593999999999999,0,0.0984,0.13,9.03e-05,0.142,0.11900000000000001,159.77200000000002,218.32
Symphony (feat. Zara Larsson) - Acoustic Version,Clean Bandit,0.527,0.322,3,-7.146,1,0.0484,0.833,0.0,0.0962,0.344,82.631,216.413
Havana,Camila Cabello,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000003,3.8e-05,0.10400000000000001,0.418,104.992,216.897
